< 미적·기하 and 과학탐구 응시자 기준 분석결과 >,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1) 적정점수=합격률80%인 점수, 예상점수=합격률50%인 점수, 소신점수=합격률20%인 점수",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2) 나의 점수가 적정점수 이상인 경우(=합격률80%이상)은 진한녹색. 예상점수 이상이나 적정점수 미만인 경우(=합격률50~79%) 연한녹색. 예상점수 미만인 경우 노랑색(=합격률20~49%; 소신점수 이상) 또는 붉은색(=합격률20%미만; 소신점수에도 미달), 필수과목 결격사유로 응시제한된 경우 흰색",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
모집단위,,,,나의 환산점수 및 환산점수기준 계열內전국등수(누백),,,,,2026학년도(20251113수능) 기준 지원선,,,,,,이과응시자기준 과거입시결과(합격권),,,,,,과거입시결과(상위70%),,,,,,모집군 및 정원,,,,,,,,수능반영방법,,,,,,,,,국수탐구성비 및 영어1등급대비감점,,,,,,,,,,,,,,
계열,대학교,전공,합격가능성,수능점수,내신점수,수능+내신,누백,전국등수 / 이과,적정점수,예상점수,소신점수,적정누백,예상누백,소신누백,2411 ,2311 ,2211 ,2111 ,2011 ,1911 ,2411 ,2311 ,2211 ,2111 ,2011 ,1911 ,대학구분,모집군,정원,시도,시군,학과특성,대학교(약칭),전공(약칭),선발유형,점수환산,수탐선택,수능요소,수능조합,필수,선택,가중택,탐구과목수,국어배점,수학배점,탐구배점,국어구성비,수학구성비,탐구구성비,영어1환점,영어2환점,영어3환점,영어4환점,영어5환점,영어6환점,영어7환점,영어8환점,영어9환점
이과,대구대학교,조경정원디자인학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,685.89 ,563.72 ,509.62 ,72.75 ,88.13 ,91.99 ,86.63 ,86.66 ,86.86 ,91.16 ,76.10 ,70.01 ,81.32 ,82.14 ,83.49 ,86.71 ,73.14 ,69.97 ,대구대,수시이월,0 ,대구,대구,자연,대구대,조경,통합선발,대구대자연,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,180 ,270 ,180 ,29%,43%,29%,0.00 ,-8.10 ,-16.20 ,-24.30 ,-32.40 ,-40.50 ,-48.60 ,-56.70 ,-64.80 
이과,대구대학교,지구과학교육과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,854.46 ,811.85 ,751.69 ,42.86 ,51.92 ,62.92 ,50.68 ,56.48 ,51.86 ,52.19 ,53.39 ,49.36 ,48.20 ,54.21 ,49.37 ,44.03 ,50.93 ,39.69 ,대구대,수시이월,0 ,대구,대구,자연,대구대,지구교육,통합선발,대구대자연,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,180 ,270 ,180 ,29%,43%,29%,0.00 ,-8.10 ,-16.20 ,-24.30 ,-32.40 ,-40.50 ,-48.60 ,-56.70 ,-64.80 
이과,대구대학교,지리교육과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,840.83 ,798.29 ,727.69 ,40.67 ,49.23 ,62.59 ,62.58 ,48.46 ,49.08 ,45.25 ,-,-,60.63 ,46.15 ,46.61 ,43.25 ,-,-,대구대,수시이월,0 ,대구,대구,인문,대구대,지리교육,통합선발,대구대인문,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,270 ,180 ,180 ,43%,29%,29%,0.00 ,-8.10 ,-16.20 ,-24.30 ,-32.40 ,-40.50 ,-48.60 ,-56.70 ,-64.80 
이과,대구대학교,청소년상담복지학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,729.54 ,651.93 ,587.26 ,62.41 ,74.06 ,83.44 ,70.40 ,68.83 ,77.20 ,79.81 ,-,-,64.97 ,64.42 ,71.08 ,76.86 ,-,-,대구대,수시이월,0 ,대구,대구,인문,대구대,청소년복지,통합선발,대구대인문,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,270 ,180 ,180 ,43%,29%,29%,0.00 ,-8.10 ,-16.20 ,-24.30 ,-32.40 ,-40.50 ,-48.60 ,-56.70 ,-64.80 
이과,대구대학교,초등특수교육과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,872.88 ,839.34 ,789.61 ,33.69 ,40.91 ,50.78 ,46.54 ,51.62 ,28.38 ,34.25 ,-,-,44.46 ,44.69 ,25.97 ,26.44 ,-,-,대구대,나,2 ,대구,대구,인문,대구대,초등특수교육,통합선발,대구대인문,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,270 ,180 ,180 ,43%,29%,29%,0.00 ,-8.10 ,-16.20 ,-24.30 ,-32.40 ,-40.50 ,-48.60 ,-56.70 ,-64.80 
이과,대구대학교,컴퓨터정보공학부(컴퓨터공학),오류(영어국사),0.00 ,0.00 ,0.00 ,,,726.18 ,627.75 ,511.04 ,67.40 ,81.65 ,91.83 ,86.63 ,86.66 ,70.99 ,81.29 ,62.36 ,52.74 ,81.32 ,82.14 ,68.42 ,73.11 ,57.50 ,51.70 ,대구대,수시이월,0 ,대구,대구,자연,대구대,컴퓨터공,통합선발,대구대자연,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,180 ,270 ,180 ,29%,43%,29%,0.00 ,-8.10 ,-16.20 ,-24.30 ,-32.40 ,-40.50 ,-48.60 ,-56.70 ,-64.80 
이과,대구대학교,컴퓨터정보공학부(컴퓨터소프트웨어),오류(영어국사),0.00 ,0.00 ,0.00 ,,,723.20 ,623.84 ,509.80 ,67.80 ,82.14 ,91.97 ,86.63 ,86.66 ,67.21 ,82.28 ,68.88 ,60.86 ,81.32 ,82.14 ,63.77 ,77.54 ,64.84 ,55.31 ,대구대,수시이월,0 ,대구,대구,자연,대구대,컴퓨터SW,통합선발,대구대자연,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,180 ,270 ,180 ,29%,43%,29%,0.00 ,-8.10 ,-16.20 ,-24.30 ,-32.40 ,-40.50 ,-48.60 ,-56.70 ,-64.80 
이과,대구대학교,특수교육과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,862.36 ,825.26 ,767.10 ,36.17 ,44.33 ,55.18 ,48.58 ,51.21 ,35.69 ,32.34 ,-,-,44.46 ,47.38 ,31.05 ,28.30 ,-,-,대구대,가,2 ,대구,대구,인문,대구대,특수교육,통합선발,대구대인문,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,270 ,180 ,180 ,43%,29%,29%,0.00 ,-8.10 ,-16.20 ,-24.30 ,-32.40 ,-40.50 ,-48.60 ,-56.70 ,-64.80 
이과,대구대학교,평생교육실버복지학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,718.19 ,628.69 ,540.44 ,64.34 ,77.93 ,88.32 ,70.40 ,68.83 ,84.19 ,79.26 ,-,-,64.97 ,64.42 ,79.21 ,77.66 ,-,-,대구대,수시이월,0 ,대구,대구,인문,대구대,지역사회복지,통합선발,대구대인문,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,270 ,180 ,180 ,43%,29%,29%,0.00 ,-8.10 ,-16.20 ,-24.30 ,-32.40 ,-40.50 ,-48.60 ,-56.70 ,-64.80 
이과,대구대학교,한국어교육과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,646.70 ,501.87 ,453.19 ,74.98 ,91.45 ,94.38 ,-,-,-,93.58 ,-,-,-,-,-,89.85 ,-,-,대구대,수시이월,0 ,대구,대구,인문,대구대,한국어교육,통합선발,대구대인문,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,270 ,180 ,180 ,43%,29%,29%,0.00 ,-8.10 ,-16.20 ,-24.30 ,-32.40 ,-40.50 ,-48.60 ,-56.70 ,-64.80 
이과,대구대학교,호텔관광경영학부,오류(영어국사),0.00 ,0.00 ,0.00 ,,,636.50 ,516.87 ,466.68 ,76.57 ,90.12 ,93.54 ,87.40 ,88.08 ,89.69 ,92.48 ,-,-,82.92 ,83.76 ,88.47 ,90.77 ,-,-,대구대,수시이월,0 ,대구,대구,인문,대구대,호텔경영,통합선발,대구대인문,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,270 ,180 ,180 ,43%,29%,29%,0.00 ,-8.10 ,-16.20 ,-24.30 ,-32.40 ,-40.50 ,-48.60 ,-56.70 ,-64.80 
이과,대구대학교,화학교육과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,827.92 ,749.15 ,650.04 ,48.70 ,63.36 ,78.58 ,65.55 ,66.19 ,60.40 ,65.86 ,47.97 ,36.75 ,61.86 ,59.88 ,58.29 ,62.58 ,45.62 ,35.44 ,대구대,수시이월,0 ,대구,대구,자연,대구대,화학교육,통합선발,대구대자연,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,180 ,270 ,180 ,29%,43%,29%,0.00 ,-8.10 ,-16.20 ,-24.30 ,-32.40 ,-40.50 ,-48.60 ,-56.70 ,-64.80 
이과,대구한의대학교,간호학과,오류(영어국사),600.00 ,0.00 ,600.00 ,94.00 ,74253 ／ 78993,936.57 ,916.84 ,893.88 ,40.21 ,48.71 ,58.77 ,48.92 ,51.43 ,46.23 ,47.91 ,42.31 ,46.65 ,47.30 ,46.69 ,41.78 ,44.46 ,38.91 ,42.74 ,대구한,가,12 ,대구,대구,공통,대구한,간호,통합선발,대구한통합,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,120 ,120 ,80 ,38%,38%,25%,0.00 ,-1.60 ,-3.20 ,-4.80 ,-6.40 ,-8.00 ,-9.60 ,-11.20 ,-12.80 
이과,대구한의대학교,물리치료학과,오류(영어국사),600.00 ,0.00 ,600.00 ,94.00 ,74253 ／ 78993,931.31 ,909.72 ,867.70 ,42.66 ,51.68 ,67.10 ,50.32 ,51.19 ,51.75 ,62.75 ,47.10 ,54.74 ,48.66 ,46.50 ,50.10 ,57.32 ,43.13 ,49.78 ,대구한,나,2 ,대구,대구,자연,대구한,물리치료,통합선발,대구한통합,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,120 ,120 ,80 ,38%,38%,25%,0.00 ,-1.60 ,-3.20 ,-4.80 ,-6.40 ,-8.00 ,-9.60 ,-11.20 ,-12.80 
이과,대구한의대학교,반려동물보건학과,오류(영어국사),600.00 ,0.00 ,600.00 ,94.00 ,74253 ／ 78993,880.52 ,829.21 ,768.96 ,62.67 ,78.82 ,91.51 ,82.10 ,69.97 ,87.22 ,77.29 ,63.00 ,-,81.49 ,66.67 ,81.44 ,74.26 ,58.93 ,-,대구한,가,2 ,대구,대구,자연,대구한,반려동물,통합선발,대구한통합,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,120 ,120 ,80 ,38%,38%,25%,0.00 ,-1.60 ,-3.20 ,-4.80 ,-6.40 ,-8.00 ,-9.60 ,-11.20 ,-12.80 
이과,대구한의대학교,인문계열통합모집,오류(영어국사),600.00 ,0.00 ,600.00 ,94.00 ,74253 ／ 78993,832.18 ,774.34 ,749.35 ,77.72 ,90.82 ,94.19 ,92.56 ,92.07 ,92.70 ,86.22 ,-,-,92.31 ,91.20 ,90.23 ,83.60 ,-,-,대구한,가,14 ,대구,대구,인문,대구한,인문계열,통합선발,대구한통합,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,120 ,120 ,80 ,38%,38%,25%,0.00 ,-1.60 ,-3.20 ,-4.80 ,-6.40 ,-8.00 ,-9.60 ,-11.20 ,-12.80 
이과,대구한의대학교,임상병리학과,오류(영어국사),600.00 ,0.00 ,600.00 ,94.00 ,74253 ／ 78993,909.08 ,879.41 ,819.42 ,51.98 ,62.97 ,81.89 ,75.49 ,64.61 ,61.20 ,65.25 ,63.00 ,62.57 ,74.66 ,60.72 ,56.71 ,62.04 ,58.93 ,58.45 ,대구한,가,5 ,대구,대구,자연,대구한,임상병리,통합선발,대구한통합,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,120 ,120 ,80 ,38%,38%,25%,0.00 ,-1.60 ,-3.20 ,-4.80 ,-6.40 ,-8.00 ,-9.60 ,-11.20 ,-12.80 
이과,대구한의대학교,자연계열통합모집,오류(영어국사),600.00 ,0.00 ,600.00 ,94.00 ,74253 ／ 78993,845.43 ,780.84 ,765.91 ,74.26 ,89.96 ,92.01 ,91.27 ,83.60 ,92.62 ,89.65 ,89.25 ,72.98 ,90.97 ,81.80 ,87.84 ,88.98 ,88.07 ,70.01 ,대구한,나,70 ,대구,대구,자연,대구한,자연계열,통합선발,대구한통합,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,120 ,120 ,80 ,38%,38%,25%,0.00 ,-1.60 ,-3.20 ,-4.80 ,-6.40 ,-8.00 ,-9.60 ,-11.20 ,-12.80 
이과,대구한의대학교,중등특수교육과,오류(영어국사),600.00 ,0.00 ,600.00 ,94.00 ,74253 ／ 78993,919.22 ,886.62 ,855.84 ,47.69 ,60.83 ,70.44 ,71.77 ,-,-,-,-,-,70.81 ,-,-,-,-,-,대구한,수시이월,0 ,대구,대구,인문,대구한,중등특수교육,통합선발,대구한통합,자유선택,백+백,국수영탐(1),국수영탐(1),,,1 ,120 ,120 ,80 ,38%,38%,25%,0.00 ,-1.60 ,-3.20 ,-4.80 ,-6.40 ,-8.00 ,-9.60 ,-11.20 ,-12.80 
이과,대전대학교,AI소프트웨어학부,오류(영어국사),0.00 ,0.00 ,0.00 ,,,770.18 ,664.33 ,493.71 ,66.69 ,80.79 ,91.05 ,74.42 ,73.70 ,83.71 ,92.65 ,88.22 ,68.42 ,71.17 ,70.81 ,81.92 ,87.34 ,72.74 ,57.22 ,대전대,수시이월,0 ,대전,대전,자연,대전대,AI소프트웨어,통합선발,대전통합,자유선택,백+백,국수영탐(1)中택2,,국수영탐(1)中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-50.00 ,-100.00 ,-150.00 ,-200.00 ,-275.00 ,-350.00 ,-425.00 ,-500.00 
이과,대전대학교,간호학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,865.00 ,831.67 ,795.64 ,36.56 ,44.29 ,51.14 ,44.68 ,37.82 ,40.21 ,45.03 ,34.41 ,32.95 ,37.97 ,34.95 ,37.06 ,41.72 ,33.83 ,30.62 ,대전대,다,7 ,대전,대전,공통,대전대,간호,통합선발,대전간호,자유선택,백+백,국수영탐(1)中택3,,국수영탐(1)中택3,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-33.33 ,-66.67 ,-100.00 ,-133.33 ,-183.33 ,-233.33 ,-283.33 ,-333.33 
이과,대전대학교,건설안전공학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,743.13 ,591.67 ,473.02 ,70.00 ,84.80 ,91.56 ,78.30 ,81.60 ,88.61 ,94.68 ,80.24 ,72.97 ,76.77 ,79.58 ,87.36 ,91.37 ,75.47 ,70.00 ,대전대,수시이월,0 ,대전,대전,자연,대전대,건설안전,통합선발,대전통합,자유선택,백+백,국수영탐(1)中택2,,국수영탐(1)中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-50.00 ,-100.00 ,-150.00 ,-200.00 ,-275.00 ,-350.00 ,-425.00 ,-500.00 
이과,대전대학교,건축공학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,797.56 ,704.79 ,556.72 ,61.33 ,75.70 ,88.19 ,70.50 ,70.39 ,-,94.21 ,81.08 ,65.34 ,68.41 ,67.13 ,-,88.72 ,57.95 ,61.53 ,대전대,수시이월,0 ,대전,대전,자연,대전대,건축공,통합선발,대전통합,자유선택,백+백,국수영탐(1)中택2,,국수영탐(1)中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-50.00 ,-100.00 ,-150.00 ,-200.00 ,-275.00 ,-350.00 ,-425.00 ,-500.00 
이과,대전대학교,건축학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,875.00 ,825.00 ,739.32 ,45.20 ,55.78 ,70.76 ,49.68 ,67.80 ,-,62.56 ,87.51 ,61.42 ,46.55 ,64.27 ,-,60.78 ,60.54 ,57.18 ,대전대,수시이월,0 ,대전,대전,자연,대전대,건축,통합선발,대전통합,자유선택,백+백,국수영탐(1)中택2,,국수영탐(1)中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-50.00 ,-100.00 ,-150.00 ,-200.00 ,-275.00 ,-350.00 ,-425.00 ,-500.00 
이과,대전대학교,경영학부,오류(영어국사),0.00 ,0.00 ,0.00 ,,,799.03 ,724.45 ,644.11 ,61.19 ,73.07 ,81.95 ,64.35 ,62.93 ,74.02 ,87.70 ,-,-,61.41 ,58.85 ,71.16 ,85.53 ,-,-,대전대,수시이월,0 ,대전,대전,인문,대전대,경영학부,통합선발,대전통합,자유선택,백+백,국수영탐(1)中택2,,국수영탐(1)中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-50.00 ,-100.00 ,-150.00 ,-200.00 ,-275.00 ,-350.00 ,-425.00 ,-500.00 
이과,대전대학교,경찰학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,860.35 ,809.24 ,751.31 ,47.44 ,59.10 ,68.89 ,-,58.21 ,-,-,-,-,-,53.62 ,-,-,-,-,대전대,수시이월,0 ,대전,대전,인문,대전대,경찰학,통합선발,대전통합,자유선택,백+백,국수영탐(1)中택2,,국수영탐(1)中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-50.00 ,-100.00 ,-150.00 ,-200.00 ,-275.00 ,-350.00 ,-425.00 ,-500.00 
이과,대전대학교,디지털헬스케어학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,775.00 ,600.42 ,460.61 ,64.73 ,84.24 ,91.97 ,80.97 ,76.71 ,-,89.86 ,-,-,-,74.15 ,-,-,-,-,대전대,수시이월,0 ,대전,대전,자연,대전대,디지털헬스케어,통합선발,대전통합,자유선택,백+백,국수영탐(1)中택2,,국수영탐(1)中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-50.00 ,-100.00 ,-150.00 ,-200.00 ,-275.00 ,-350.00 ,-425.00 ,-500.00 
이과,대전대학교,물류통상학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,768.79 ,669.41 ,493.44 ,66.80 ,80.17 ,91.05 ,71.40 ,78.95 ,81.69 ,95.01 ,-,-,69.06 ,76.63 ,79.68 ,88.24 ,-,-,대전대,수시이월,0 ,대전,대전,인문,대전대,물류통상,통합선발,대전통합,자유선택,백+백,국수영탐(1)中택2,,국수영탐(1)中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-50.00 ,-100.00 ,-150.00 ,-200.00 ,-275.00 ,-350.00 ,-425.00 ,-500.00 
이과,대전대학교,물리치료학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,845.00 ,806.39 ,755.99 ,40.76 ,49.38 ,58.12 ,48.10 ,48.83 ,52.47 ,50.62 ,55.33 ,33.67 ,42.13 ,44.65 ,47.58 ,47.02 ,52.45 ,30.56 ,대전대,나,5 ,대전,대전,자연,대전대,물리치료,통합선발,대전간호,자유선택,백+백,국수영탐(1)中택3,,국수영탐(1)中택3,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-33.33 ,-66.67 ,-100.00 ,-133.33 ,-183.33 ,-233.33 ,-283.33 ,-333.33 
이과,대전대학교,반도체공학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,807.16 ,727.63 ,551.45 ,59.83 ,72.48 ,88.54 ,69.81 ,67.43 ,71.22 ,95.31 ,88.49 ,68.48 ,65.73 ,63.85 ,68.06 ,86.85 ,84.18 ,65.02 ,대전대,수시이월,0 ,대전,대전,자연,대전대,신소재,통합선발,대전통합,자유선택,백+백,국수영탐(1)中택2,,국수영탐(1)中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-50.00 ,-100.00 ,-150.00 ,-200.00 ,-275.00 ,-350.00 ,-425.00 ,-500.00 
이과,대전대학교,법행정학부,오류(영어국사),0.00 ,0.00 ,0.00 ,,,840.07 ,776.80 ,686.80 ,51.93 ,64.16 ,77.88 ,88.01 ,55.89 ,57.70 ,74.97 ,-,-,80.84 ,52.20 ,53.06 ,69.21 ,-,-,대전대,수시이월,0 ,대전,대전,인문,대전대,법행정학부,통합선발,대전통합,자유선택,백+백,국수영탐(1)中택2,,국수영탐(1)中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-50.00 ,-100.00 ,-150.00 ,-200.00 ,-275.00 ,-350.00 ,-425.00 ,-500.00 
이과,대전대학교,보건의료경영학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,834.41 ,745.91 ,633.44 ,53.46 ,69.57 ,82.40 ,66.48 ,74.27 ,-,72.52 ,-,-,61.41 ,71.44 ,-,-,-,-,대전대,수시이월,0 ,대전,대전,공통,대전대,의료경영,통합선발,대전통합,자유선택,백+백,국수영탐(1)中택2,,국수영탐(1)中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-50.00 ,-100.00 ,-150.00 ,-200.00 ,-275.00 ,-350.00 ,-425.00 ,-500.00 
이과,대전대학교,뷰티건강관리학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,806.00 ,682.94 ,504.21 ,60.08 ,78.19 ,90.55 ,-,-,-,-,76.77 ,69.47 ,-,-,-,-,51.12 ,66.12 ,대전대,수시이월,0 ,대전,대전,자연,대전대,뷰티건강,통합선발,대전통합,자유선택,백+백,국수영탐(1)中택2,,국수영탐(1)中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-50.00 ,-100.00 ,-150.00 ,-200.00 ,-275.00 ,-350.00 ,-425.00 ,-500.00 
이과,대전대학교,비즈니스영어학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,751.42 ,614.35 ,381.31 ,68.88 ,83.49 ,94.38 ,84.14 ,66.20 ,75.79 ,90.37 ,-,-,-,62.49 ,73.13 ,82.58 ,-,-,대전대,수시이월,0 ,대전,대전,인문,대전대,영미언어,통합선발,대전통합,자유선택,백+백,국수영탐(1)中택2,,국수영탐(1)中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-50.00 ,-100.00 ,-150.00 ,-200.00 ,-275.00 ,-350.00 ,-425.00 ,-500.00 
이과,대전대학교,비즈니스일본어학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,773.43 ,656.41 ,487.86 ,66.27 ,81.39 ,91.19 ,-,-,-,87.03 ,-,-,-,-,-,-,-,-,대전대,수시이월,0 ,대전,대전,인문,대전대,일본어문화,통합선발,대전통합,자유선택,백+백,국수영탐(1)中택2,,국수영탐(1)中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-50.00 ,-100.00 ,-150.00 ,-200.00 ,-275.00 ,-350.00 ,-425.00 ,-500.00 
이과,대전대학교,비즈니스중국어학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,771.77 ,651.69 ,499.84 ,66.55 ,81.63 ,90.82 ,-,-,-,85.44 ,-,-,-,-,-,-,-,-,대전대,수시이월,0 ,대전,대전,인문,대전대,중국어문,통합선발,대전통합,자유선택,백+백,국수영탐(1)中택2,,국수영탐(1)中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-50.00 ,-100.00 ,-150.00 ,-200.00 ,-275.00 ,-350.00 ,-425.00 ,-500.00 
이과,대전대학교,사회복지학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,775.86 ,672.08 ,492.70 ,64.22 ,79.53 ,91.07 ,83.35 ,63.71 ,-,-,-,-,78.02 ,59.72 ,-,-,-,-,대전대,수시이월,0 ,대전,대전,인문,대전대,사회복지,통합선발,대전통합,자유선택,백+백,국수영탐(1)中택2,,국수영탐(1)中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-50.00 ,-100.00 ,-150.00 ,-200.00 ,-275.00 ,-350.00 ,-425.00 ,-500.00 
이과,대전대학교,산업광고심리학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,820.12 ,739.84 ,634.46 ,57.33 ,70.65 ,82.35 ,41.45 ,67.80 ,-,79.12 ,-,-,39.16 ,64.27 ,-,76.19 ,-,-,대전대,수시이월,0 ,대전,대전,인문,대전대,산업광고,통합선발,대전통합,자유선택,백+백,국수영탐(1)中택2,,국수영탐(1)中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-50.00 ,-100.00 ,-150.00 ,-200.00 ,-275.00 ,-350.00 ,-425.00 ,-500.00 
이과,대전대학교,상담학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,756.19 ,634.78 ,518.18 ,68.41 ,82.33 ,89.92 ,76.51 ,80.84 ,-,82.39 ,-,-,74.10 ,78.73 ,-,82.39 ,-,-,대전대,수시이월,0 ,대전,대전,인문,대전대,아동,통합선발,대전통합,자유선택,백+백,국수영탐(1)中택2,,국수영탐(1)中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-50.00 ,-100.00 ,-150.00 ,-200.00 ,-275.00 ,-350.00 ,-425.00 ,-500.00 
이과,대전대학교,소방방재학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,825.00 ,750.31 ,666.41 ,54.86 ,68.99 ,80.63 ,69.81 ,68.18 ,-,-,78.16 ,54.72 ,64.45 ,64.69 ,-,-,63.84 ,49.76 ,대전대,수시이월,0 ,대전,대전,자연,대전대,소방방재,통합선발,대전통합,자유선택,백+백,국수영탐(1)中택2,,국수영탐(1)中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-50.00 ,-100.00 ,-150.00 ,-200.00 ,-275.00 ,-350.00 ,-425.00 ,-500.00 
이과,대전대학교,식품영양학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,798.71 ,719.78 ,566.95 ,61.23 ,74.17 ,87.19 ,70.91 ,71.29 ,73.26 ,82.39 ,93.35 ,71.02 ,68.30 ,68.13 ,70.32 ,78.80 ,78.38 ,67.83 ,대전대,수시이월,0 ,대전,대전,자연,대전대,식품영양,통합선발,대전통합,자유선택,백+백,국수영탐(1)中택2,,국수영탐(1)中택2,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-50.00 ,-100.00 ,-150.00 ,-200.00 ,-275.00 ,-350.00 ,-425.00 ,-500.00 
이과,대전대학교,응급구조학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,769.82 ,684.40 ,589.66 ,56.21 ,68.09 ,78.63 ,64.00 ,69.23 ,63.03 ,78.42 ,59.13 ,57.57 ,61.46 ,65.85 ,58.97 ,73.70 ,56.51 ,52.91 ,대전대,가,4 ,대전,대전,자연,대전대,응급구조,통합선발,대전간호,자유선택,백+백,국수영탐(1)中택3,,국수영탐(1)中택3,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-33.33 ,-66.67 ,-100.00 ,-133.33 ,-183.33 ,-233.33 ,-283.33 ,-333.33 
이과,대전대학교,임상병리학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,829.06 ,779.65 ,729.01 ,44.83 ,54.30 ,62.71 ,51.34 ,54.05 ,54.37 ,61.89 ,46.45 ,45.75 ,46.62 ,49.05 ,49.39 ,58.19 ,45.31 ,41.95 ,대전대,나,5 ,대전,대전,자연,대전대,임상병리,통합선발,대전간호,자유선택,백+백,국수영탐(1)中택3,,국수영탐(1)中택3,,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-33.33 ,-66.67 ,-100.00 ,-133.33 ,-183.33 ,-233.33 ,-283.33 ,-333.33 
